,node,z,head,theta,psi,K,C,flux,sink,kappa,v/KsTop,temp,time
5,6,-5,-56.596,0.1582,4.035938311,0.05269,0.001398,0.005146,0,-1,4.85E-05,20,0
110,6,-5,-56.817,0.1579,4.039835577,0.05168,0.001387,0.009997,0,-1,9.42E-05,20,0.1
215,6,-5,-57.347,0.1571,4.049120532,0.04924,0.001362,0.01978,0,-1,0.000186,20,0.2
320,6,-5,-57.995,0.1561,4.0603568,0.04626,0.001331,0.02699,0,-1,0.000254,20,0.3
425,6,-5,-58.709,0.155,4.072593037,0.04297,0.001296,0.0336,0,-1,0.000317,20,0.4
530,6,-5,-59.431,0.1539,4.084815976,0.03963,0.001261,0.03768,0,-1,0.000355,20,0.5
635,6,-5,-60.164,0.1529,4.097074167,0.03695,0.001231,0.04071,0,-1,0.000384,20,0.6
740,6,-5,-60.933,0.1522,4.1097749,0.03583,0.00121,0.04326,0,-1,0.000408,20,0.7
845,6,-5,-61.657,0.1514,4.121586767,0.03476,0.001191,0.04514,0,-1,0.000425,20,0.8
950,6,-5,-62.389,0.1507,4.133388978,0.03371,0.001172,0.04657,0,-1,0.000439,20,0.9
1055,6,-5,-63.118,0.15,4.14500599,0.03265,0.001152,0.04743,0,-1,0.000447,20,1
1160,6,-5,-64.078,0.149,4.160101091,0.03124,0.001127,0.05343,0,-1,0.000504,20,1.1
1265,6,-5,-65.341,0.1477,4.179619711,0.02941,0.001093,0.06182,0,-1,0.000583,20,1.2
1370,6,-5,-66.77,0.1463,4.201253878,0.02729,0.001055,0.06891,0,-1,0.00065,20,1.3
1475,6,-5,-68.262,0.1448,4.223353243,0.02513,0.001015,0.07475,0,-1,0.000704,20,1.4
1580,6,-5,-69.82,0.1432,4.245920502,0.02278,0.0009725,0.0791,0,-1,0.000746,20,1.5
1685,6,-5,-71.667,0.1413,4.272030391,0.02024,0.0009262,0.08628,0,-1,0.000813,20,1.6
1790,6,-5,-73.5,0.1395,4.297285406,0.01755,0.0008771,0.08929,0,-1,0.000842,20,1.7
1895,6,-5,-75.402,0.1376,4.3228338,0.01478,0.0008267,0.0913,0,-1,0.000861,20,1.8
2000,6,-5,-77.484,0.1361,4.350071463,0.0136,0.000794,0.09244,0,-1,0.000871,20,1.9
2105,6,-5,-79.25,0.1349,4.372607413,0.01281,0.000769,0.09079,0,-1,0.000856,20,2
2210,6,-5,-80.758,0.1339,4.391457028,0.01213,0.0007475,0.08764,0,-1,0.000826,20,2.1
2315,6,-5,-82.051,0.1331,4.407341005,0.01154,0.000729,0.08395,0,-1,0.000791,20,2.2
2420,6,-5,-83.177,0.1323,4.420970867,0.01104,0.000713,0.08014,0,-1,0.000755,20,2.3
2525,6,-5,-84.151,0.1317,4.432612804,0.0106,0.0006993,0.07712,0,-1,0.000727,20,2.4
2630,6,-5,-85.043,0.1311,4.443157011,0.01021,0.0006867,0.075,0,-1,0.000707,20,2.5
2735,6,-5,-85.933,0.1305,4.453567923,0.009811,0.0006743,0.07335,0,-1,0.000691,20,2.6
2840,6,-5,-86.766,0.1299,4.46321484,0.009431,0.0006622,0.07143,0,-1,0.000673,20,2.7
2945,6,-5,-87.595,0.1294,4.472723919,0.009062,0.0006506,0.06983,0,-1,0.000658,20,2.8
3050,6,-5,-88.393,0.1289,4.481792781,0.008677,0.0006384,0.06801,0,-1,0.000641,20,2.9
3155,6,-5,-89.178,0.1283,4.490634372,0.008349,0.000628,0.06658,0,-1,0.000628,20,3
3260,6,-5,-89.954,0.1278,4.499298429,0.008008,0.0006173,0.06531,0,-1,0.000616,20,3.1
3365,6,-5,-90.696,0.1273,4.507513255,0.007655,0.0006061,0.06385,0,-1,0.000602,20,3.2
3470,6,-5,-91.402,0.1269,4.51526736,0.007334,0.0005959,0.06245,0,-1,0.000589,20,3.3
3575,6,-5,-92.09,0.1264,4.52276636,0.007036,0.0005865,0.06119,0,-1,0.000577,20,3.4
3680,6,-5,-92.761,0.126,4.530026293,0.006733,0.0005769,0.06,0,-1,0.000566,20,3.5
3785,6,-5,-93.428,0.1255,4.537191086,0.006438,0.0005676,0.05893,0,-1,0.000555,20,3.6
3890,6,-5,-94.089,0.1251,4.544241143,0.006137,0.0005581,0.05772,0,-1,0.000544,20,3.7
3995,6,-5,-94.723,0.1247,4.550956843,0.00585,0.000549,0.05648,0,-1,0.000532,20,3.8
4100,6,-5,-95.319,0.1243,4.557229161,0.005572,0.0005402,0.05522,0,-1,0.00052,20,3.9
4205,6,-5,-96.042,0.1239,4.564785596,0.005441,0.0005343,0.05464,0,-1,0.000515,20,4
4310,6,-5,-96.713,0.1236,4.57174783,0.005349,0.0005292,0.05397,0,-1,0.000509,20,4.1
4415,6,-5,-97.36,0.1233,4.578415449,0.005263,0.0005245,0.05333,0,-1,0.000503,20,4.2
4520,6,-5,-97.994,0.1231,4.584906252,0.005174,0.0005196,0.05252,0,-1,0.000495,20,4.3
4625,6,-5,-98.588,0.1228,4.59094955,0.005092,0.0005151,0.05167,0,-1,0.000487,20,4.4
4730,6,-5,-99.167,0.1226,4.596805298,0.005013,0.0005109,0.05083,0,-1,0.000479,20,4.5
4835,6,-5,-99.728,0.1223,4.60244648,0.004936,0.0005066,0.04999,0,-1,0.000471,20,4.6
4940,6,-5,-100.281,0.1221,4.607976245,0.004861,0.0005025,0.04916,0,-1,0.000463,20,4.7
5045,6,-5,-100.812,0.1218,4.613257396,0.004787,0.0004985,0.04831,0,-1,0.000455,20,4.8
5150,6,-5,-101.332,0.1216,4.618402255,0.004717,0.0004946,0.04751,0,-1,0.000448,20,4.9
5255,6,-5,-101.833,0.1214,4.623334217,0.004648,0.0004909,0.04672,0,-1,0.00044,20,5
5360,6,-5,-102.324,0.1212,4.62814425,0.004581,0.0004872,0.04594,0,-1,0.000433,20,5.1
5465,6,-5,-102.794,0.121,4.632726986,0.004516,0.0004836,0.04517,0,-1,0.000426,20,5.2
5570,6,-5,-103.256,0.1208,4.637211342,0.004453,0.0004802,0.04441,0,-1,0.000419,20,5.3
5675,6,-5,-103.702,0.1206,4.641521401,0.004391,0.0004769,0.04367,0,-1,0.000412,20,5.4
5780,6,-5,-104.143,0.1204,4.645764955,0.004331,0.0004736,0.04293,0,-1,0.000405,20,5.5
5885,6,-5,-104.568,0.1202,4.649837577,0.004273,0.0004704,0.04219,0,-1,0.000398,20,5.6
5990,6,-5,-104.989,0.12,4.653855583,0.004216,0.0004672,0.04145,0,-1,0.000391,20,5.7
6095,6,-5,-105.387,0.1198,4.657639289,0.00416,0.0004642,0.04081,0,-1,0.000385,20,5.8
6200,6,-5,-105.761,0.1197,4.661181831,0.00411,0.0004614,0.04022,0,-1,0.000379,20,5.9
6305,6,-5,-106.111,0.1195,4.664485716,0.004061,0.0004588,0.03965,0,-1,0.000374,20,6
6410,6,-5,-106.441,0.1194,4.667590841,0.004015,0.0004563,0.03909,0,-1,0.000368,20,6.1
6515,6,-5,-106.807,0.1192,4.671023467,0.003966,0.0004536,0.03878,0,-1,0.000366,20,6.2
6620,6,-5,-107.181,0.1191,4.674518994,0.003915,0.0004508,0.03839,0,-1,0.000362,20,6.3
6725,6,-5,-107.545,0.1189,4.677909365,0.003863,0.000448,0.03795,0,-1,0.000358,20,6.4
6830,6,-5,-107.897,0.1188,4.681177068,0.003813,0.0004452,0.03746,0,-1,0.000353,20,6.5
6935,6,-5,-108.239,0.1186,4.684341745,0.003765,0.0004426,0.037,0,-1,0.000349,20,6.6
7040,6,-5,-108.578,0.1185,4.687468809,0.003719,0.0004401,0.03657,0,-1,0.000345,20,6.7
7145,6,-5,-108.916,0.1183,4.690576943,0.003673,0.0004376,0.03616,0,-1,0.000341,20,6.8
7250,6,-5,-109.26,0.1182,4.693730363,0.003628,0.0004351,0.03579,0,-1,0.000337,20,6.9
7355,6,-5,-109.61,0.118,4.696928611,0.003582,0.0004326,0.03544,0,-1,0.000334,20,7
7460,6,-5,-109.961,0.1179,4.700125757,0.003534,0.00043,0.03508,0,-1,0.000331,20,7.1
7565,6,-5,-110.324,0.1177,4.703421491,0.003484,0.0004273,0.03477,0,-1,0.000328,20,7.2
7670,6,-5,-110.692,0.1175,4.70675157,0.003434,0.0004245,0.03446,0,-1,0.000325,20,7.3
7775,6,-5,-111.067,0.1174,4.710133623,0.003382,0.0004217,0.03416,0,-1,0.000322,20,7.4
7880,6,-5,-111.445,0.1172,4.713531196,0.003331,0.0004189,0.03385,0,-1,0.000319,20,7.5
7985,6,-5,-111.826,0.117,4.716944092,0.003278,0.000416,0.03354,0,-1,0.000316,20,7.6
8090,6,-5,-112.208,0.1169,4.720354292,0.003226,0.0004131,0.03322,0,-1,0.000313,20,7.7
8195,6,-5,-112.591,0.1167,4.723761784,0.003174,0.0004103,0.03291,0,-1,0.00031,20,7.8
8300,6,-5,-112.968,0.1166,4.727104593,0.003122,0.0004074,0.03262,0,-1,0.000307,20,7.9
8405,6,-5,-113.34,0.1164,4.730392151,0.003071,0.0004046,0.03233,0,-1,0.000305,20,8
8510,6,-5,-113.706,0.1162,4.73361617,0.003021,0.0004019,0.03205,0,-1,0.000302,20,8.1
8615,6,-5,-114.066,0.1161,4.736777228,0.002971,0.0003992,0.03178,0,-1,0.0003,20,8.2
8720,6,-5,-114.421,0.1159,4.739884629,0.002923,0.0003965,0.0315,0,-1,0.000297,20,8.3
8825,6,-5,-114.772,0.1158,4.742947552,0.002875,0.0003939,0.03123,0,-1,0.000294,20,8.4
8930,6,-5,-115.119,0.1156,4.745966376,0.002827,0.0003913,0.03096,0,-1,0.000292,20,8.5
9035,6,-5,-115.462,0.1155,4.748941471,0.00278,0.0003888,0.03069,0,-1,0.000289,20,8.6
9140,6,-5,-115.8,0.1153,4.751864565,0.002734,0.0003862,0.03041,0,-1,0.000287,20,8.7
9245,6,-5,-116.136,0.1152,4.754761918,0.002688,0.0003837,0.03014,0,-1,0.000284,20,8.8
9350,6,-5,-116.47,0.115,4.757633729,0.002642,0.0003812,0.02988,0,-1,0.000282,20,8.9
9455,6,-5,-116.802,0.1149,4.760480194,0.002596,0.0003787,0.02963,0,-1,0.000279,20,9
9560,6,-5,-117.134,0.1147,4.763318579,0.002551,0.0003762,0.02937,0,-1,0.000277,20,9.1
9665,6,-5,-117.465,0.1146,4.766140417,0.002506,0.0003737,0.02912,0,-1,0.000274,20,9.2
9770,6,-5,-117.795,0.1145,4.768945825,0.00246,0.0003713,0.02887,0,-1,0.000272,20,9.3
9875,6,-5,-118.125,0.1143,4.771743386,0.002415,0.0003688,0.02863,0,-1,0.00027,20,9.4
9980,6,-5,-118.453,0.1142,4.774516257,0.00237,0.0003663,0.02838,0,-1,0.000268,20,9.5
10085,6,-5,-118.781,0.114,4.777281461,0.002325,0.0003639,0.02813,0,-1,0.000265,20,9.6
10190,6,-5,-119.109,0.1139,4.78003904,0.00228,0.0003614,0.02788,0,-1,0.000263,20,9.7
10295,6,-5,-119.435,0.1137,4.78277229,0.002236,0.000359,0.02764,0,-1,0.00026,20,9.8
10400,6,-5,-119.758,0.1136,4.78547304,0.002192,0.0003566,0.0274,0,-1,0.000258,20,9.9
10505,6,-5,-120.076,0.1135,4.788124876,0.002148,0.0003542,0.02716,0,-1,0.000256,20,10
10610,6,-5,-120.391,0.1133,4.790744779,0.002105,0.0003518,0.02693,0,-1,0.000254,20,10.1
10715,6,-5,-120.777,0.1132,4.79394587,0.002084,0.0003502,0.02682,0,-1,0.000253,20,10.2
10820,6,-5,-121.149,0.1131,4.797021193,0.002068,0.0003486,0.02669,0,-1,0.000252,20,10.3
10925,6,-5,-121.508,0.113,4.799980104,0.002053,0.0003472,0.02656,0,-1,0.00025,20,10.4
11030,6,-5,-121.857,0.1129,4.802848226,0.002038,0.0003459,0.02641,0,-1,0.000249,20,10.5
11135,6,-5,-122.2,0.1128,4.805659047,0.002024,0.0003445,0.02625,0,-1,0.000247,20,10.6
11240,6,-5,-122.538,0.1127,4.808421186,0.00201,0.0003432,0.02609,0,-1,0.000246,20,10.7
11345,6,-5,-122.871,0.1126,4.811135025,0.001997,0.0003419,0.02592,0,-1,0.000244,20,10.8
11450,6,-5,-123.2,0.1125,4.813809051,0.001983,0.0003406,0.02575,0,-1,0.000243,20,10.9
11555,6,-5,-123.526,0.1124,4.81645166,0.001969,0.0003394,0.02558,0,-1,0.000241,20,11
11660,6,-5,-123.848,0.1123,4.819055007,0.001956,0.0003381,0.02541,0,-1,0.000239,20,11.1
11765,6,-5,-124.167,0.1122,4.821627434,0.001943,0.0003369,0.02524,0,-1,0.000238,20,11.2
11870,6,-5,-124.483,0.1122,4.82416916,0.00193,0.0003356,0.02506,0,-1,0.000236,20,11.3
11975,6,-5,-124.796,0.1121,4.826680404,0.001917,0.0003344,0.02489,0,-1,0.000235,20,11.4
12080,6,-5,-125.106,0.112,4.829161378,0.001904,0.0003332,0.02471,0,-1,0.000233,20,11.5
12185,6,-5,-125.415,0.1119,4.831628238,0.001891,0.000332,0.02453,0,-1,0.000231,20,11.6
12290,6,-5,-125.721,0.1118,4.834065166,0.001879,0.0003308,0.02435,0,-1,0.00023,20,11.7
12395,6,-5,-126.025,0.1117,4.8364803,0.001866,0.0003296,0.02417,0,-1,0.000228,20,11.8
12500,6,-5,-126.326,0.1116,4.838865867,0.001854,0.0003284,0.024,0,-1,0.000226,20,11.9
12605,6,-5,-126.624,0.1116,4.841222065,0.001841,0.0003273,0.02382,0,-1,0.000225,20,12
12710,6,-5,-126.918,0.1115,4.843541209,0.001829,0.0003261,0.02365,0,-1,0.000223,20,12.1
12815,6,-5,-127.208,0.1114,4.845823542,0.001817,0.000325,0.02348,0,-1,0.000221,20,12.2
12920,6,-5,-127.495,0.1113,4.848077148,0.001805,0.0003239,0.02331,0,-1,0.00022,20,12.3
13025,6,-5,-127.778,0.1112,4.850294383,0.001794,0.0003228,0.02314,0,-1,0.000218,20,12.4
13130,6,-5,-128.057,0.1111,4.852475477,0.001782,0.0003217,0.02297,0,-1,0.000216,20,12.5
13235,6,-5,-128.333,0.1111,4.854628448,0.001771,0.0003206,0.0228,0,-1,0.000215,20,12.6
13340,6,-5,-128.606,0.111,4.856753467,0.001759,0.0003195,0.02264,0,-1,0.000213,20,12.7
13445,6,-5,-128.876,0.1109,4.858850702,0.001748,0.0003185,0.02247,0,-1,0.000212,20,12.8
13550,6,-5,-129.142,0.1108,4.860912574,0.001737,0.0003174,0.02231,0,-1,0.00021,20,12.9
13655,6,-5,-129.406,0.1108,4.862954749,0.001726,0.0003164,0.02214,0,-1,0.000209,20,13
13760,6,-5,-129.666,0.1107,4.864961914,0.001716,0.0003154,0.02198,0,-1,0.000207,20,13.1
13865,6,-5,-129.924,0.1106,4.866949664,0.001705,0.0003144,0.02182,0,-1,0.000206,20,13.2
13970,6,-5,-130.178,0.1105,4.868902745,0.001694,0.0003134,0.02166,0,-1,0.000204,20,13.3
14075,6,-5,-130.43,0.1105,4.870836684,0.001684,0.0003124,0.0215,0,-1,0.000203,20,13.4
14180,6,-5,-130.68,0.1104,4.872751587,0.001674,0.0003114,0.02134,0,-1,0.000201,20,13.5
14285,6,-5,-130.927,0.1103,4.874639916,0.001663,0.0003105,0.02118,0,-1,0.0002,20,13.6
14390,6,-5,-131.172,0.1103,4.876509439,0.001653,0.0003095,0.02102,0,-1,0.000198,20,13.7
14495,6,-5,-131.415,0.1102,4.878360255,0.001643,0.0003086,0.02086,0,-1,0.000197,20,13.8
14600,6,-5,-131.655,0.1101,4.880184865,0.001633,0.0003076,0.0207,0,-1,0.000195,20,13.9
14705,6,-5,-131.893,0.1101,4.881990988,0.001623,0.0003067,0.02055,0,-1,0.000194,20,14
14810,6,-5,-132.128,0.11,4.88377115,0.001614,0.0003058,0.02039,0,-1,0.000192,20,14.1
14915,6,-5,-132.361,0.1099,4.885533038,0.001604,0.0003049,0.02024,0,-1,0.000191,20,14.2
15020,6,-5,-132.589,0.1099,4.887254118,0.001595,0.000304,0.02009,0,-1,0.000189,20,14.3
15125,6,-5,-132.808,0.1098,4.888904476,0.001586,0.0003031,0.01996,0,-1,0.000188,20,14.4
15230,6,-5,-133.02,0.1097,4.890499493,0.001577,0.0003023,0.01983,0,-1,0.000187,20,14.5
15335,6,-5,-133.224,0.1097,4.892031922,0.001568,0.0003015,0.0197,0,-1,0.000186,20,14.6
15440,6,-5,-133.423,0.1096,4.893524532,0.00156,0.0003007,0.01958,0,-1,0.000185,20,14.7
15545,6,-5,-133.618,0.1096,4.894984983,0.001552,0.0003,0.01946,0,-1,0.000183,20,14.8
15650,6,-5,-133.808,0.1095,4.896405937,0.001544,0.0002992,0.01934,0,-1,0.000182,20,14.9
15755,6,-5,-133.995,0.1095,4.897802486,0.001537,0.0002985,0.01922,0,-1,0.000181,20,15
15860,6,-5,-134.178,0.1094,4.899167277,0.001529,0.0002978,0.0191,0,-1,0.00018,20,15.1
15965,6,-5,-134.359,0.1094,4.900515322,0.001521,0.0002971,0.01898,0,-1,0.000179,20,15.2
16070,6,-5,-134.559,0.1093,4.902002765,0.001513,0.0002963,0.01891,0,-1,0.000178,20,15.3
16175,6,-5,-134.762,0.1092,4.90351026,0.001505,0.0002955,0.01883,0,-1,0.000178,20,15.4
16280,6,-5,-134.97,0.1092,4.905052532,0.001496,0.0002947,0.01875,0,-1,0.000177,20,15.5
16385,6,-5,-135.179,0.1091,4.906599826,0.001488,0.0002939,0.01867,0,-1,0.000176,20,15.6
16490,6,-5,-135.389,0.1091,4.908152116,0.001479,0.0002931,0.01858,0,-1,0.000175,20,15.7
16595,6,-5,-135.598,0.109,4.909694626,0.00147,0.0002922,0.01849,0,-1,0.000174,20,15.8
16700,6,-5,-135.807,0.109,4.91123476,0.001462,0.0002914,0.01839,0,-1,0.000173,20,15.9
16805,6,-5,-136.015,0.1089,4.912765174,0.001453,0.0002906,0.0183,0,-1,0.000173,20,16
16910,6,-5,-136.222,0.1088,4.914285908,0.001444,0.0002898,0.01821,0,-1,0.000172,20,16.1
17015,6,-5,-136.429,0.1088,4.915804333,0.001436,0.000289,0.01812,0,-1,0.000171,20,16.2
17120,6,-5,-136.635,0.1087,4.917313137,0.001427,0.0002882,0.01803,0,-1,0.00017,20,16.3
17225,6,-5,-136.84,0.1087,4.91881236,0.001419,0.0002874,0.01793,0,-1,0.000169,20,16.4
17330,6,-5,-137.044,0.1086,4.920302042,0.00141,0.0002866,0.01784,0,-1,0.000168,20,16.5
17435,6,-5,-137.247,0.1085,4.921782222,0.001402,0.0002858,0.01775,0,-1,0.000167,20,16.6
17540,6,-5,-137.449,0.1085,4.923252939,0.001394,0.000285,0.01766,0,-1,0.000166,20,16.7
17645,6,-5,-137.65,0.1084,4.924714232,0.001385,0.0002842,0.01757,0,-1,0.000166,20,16.8
17750,6,-5,-137.85,0.1084,4.926166137,0.001377,0.0002834,0.01748,0,-1,0.000165,20,16.9
17855,6,-5,-138.049,0.1083,4.927608695,0.001369,0.0002827,0.01739,0,-1,0.000164,20,17
17960,6,-5,-138.247,0.1083,4.92904194,0.001361,0.0002819,0.0173,0,-1,0.000163,20,17.1
18065,6,-5,-138.444,0.1082,4.930465912,0.001352,0.0002811,0.01721,0,-1,0.000162,20,17.2
18170,6,-5,-138.64,0.1081,4.931880645,0.001344,0.0002804,0.01712,0,-1,0.000161,20,17.3
18275,6,-5,-138.835,0.1081,4.933286178,0.001336,0.0002796,0.01703,0,-1,0.000161,20,17.4
18380,6,-5,-139.03,0.108,4.934689737,0.001328,0.0002788,0.01695,0,-1,0.00016,20,17.5
18485,6,-5,-139.227,0.108,4.936105695,0.00132,0.0002781,0.01687,0,-1,0.000159,20,17.6
18590,6,-5,-139.427,0.1079,4.937541167,0.001312,0.0002773,0.01679,0,-1,0.000158,20,17.7
18695,6,-5,-139.63,0.1079,4.938996067,0.001303,0.0002765,0.01671,0,-1,0.000158,20,17.8
18800,6,-5,-139.835,0.1078,4.940463156,0.001295,0.0002757,0.01664,0,-1,0.000157,20,17.9
18905,6,-5,-140.041,0.1078,4.941935237,0.001286,0.0002749,0.01657,0,-1,0.000156,20,18
19010,6,-5,-140.249,0.1077,4.943419414,0.001278,0.0002741,0.01649,0,-1,0.000155,20,18.1
19115,6,-5,-140.458,0.1076,4.944908512,0.001269,0.0002733,0.01642,0,-1,0.000155,20,18.2
19220,6,-5,-140.667,0.1076,4.946395395,0.00126,0.0002724,0.01634,0,-1,0.000154,20,18.3
19325,6,-5,-140.876,0.1075,4.947880071,0.001252,0.0002716,0.01626,0,-1,0.000153,20,18.4
19430,6,-5,-141.085,0.1075,4.949362546,0.001243,0.0002708,0.01619,0,-1,0.000153,20,18.5
19535,6,-5,-141.293,0.1074,4.950835748,0.001235,0.00027,0.01611,0,-1,0.000152,20,18.6
19640,6,-5,-141.5,0.1073,4.952299717,0.001226,0.0002692,0.01602,0,-1,0.000151,20,18.7
19745,6,-5,-141.706,0.1073,4.953754489,0.001217,0.0002684,0.01595,0,-1,0.00015,20,18.8
19850,6,-5,-141.91,0.1072,4.955193054,0.001209,0.0002676,0.01587,0,-1,0.00015,20,18.9
19955,6,-5,-142.112,0.1072,4.956615479,0.001201,0.0002668,0.0158,0,-1,0.000149,20,19
20060,6,-5,-142.314,0.1071,4.958035884,0.001192,0.000266,0.01574,0,-1,0.000148,20,19.1
20165,6,-5,-142.515,0.1071,4.959447257,0.001184,0.0002652,0.01568,0,-1,0.000148,20,19.2
20270,6,-5,-142.716,0.107,4.960856642,0.001176,0.0002644,0.01562,0,-1,0.000147,20,19.3
20375,6,-5,-142.917,0.1069,4.962264042,0.001167,0.0002637,0.01556,0,-1,0.000147,20,19.4
20480,6,-5,-143.116,0.1069,4.96365549,0.001159,0.0002629,0.0155,0,-1,0.000146,20,19.5
20585,6,-5,-143.315,0.1068,4.965045005,0.001151,0.0002621,0.01543,0,-1,0.000145,20,19.6
20690,6,-5,-143.512,0.1068,4.966418655,0.001143,0.0002613,0.01537,0,-1,0.000145,20,19.7
20795,6,-5,-143.707,0.1067,4.967776504,0.001135,0.0002606,0.01531,0,-1,0.000144,20,19.8
20900,6,-5,-143.901,0.1067,4.969125563,0.001127,0.0002598,0.01525,0,-1,0.000144,20,19.9
21005,6,-5,-144.093,0.1066,4.970458924,0.001119,0.0002591,0.01518,0,-1,0.000143,20,20
21110,6,-5,-144.285,0.1066,4.97179051,0.001111,0.0002583,0.01512,0,-1,0.000143,20,20.1
21215,6,-5,-144.476,0.1065,4.973113404,0.001103,0.0002576,0.01506,0,-1,0.000142,20,20.2
21320,6,-5,-144.666,0.1064,4.974427637,0.001095,0.0002568,0.015,0,-1,0.000141,20,20.3
21425,6,-5,-144.855,0.1064,4.975733242,0.001087,0.0002561,0.01493,0,-1,0.000141,20,20.4
21530,6,-5,-145.047,0.1063,4.977057828,0.00108,0.0002554,0.01488,0,-1,0.00014,20,20.5
21635,6,-5,-145.246,0.1063,4.978428857,0.001071,0.0002546,0.01484,0,-1,0.00014,20,20.6
21740,6,-5,-145.446,0.1062,4.979804884,0.001063,0.0002538,0.01479,0,-1,0.000139,20,20.7
21845,6,-5,-145.646,0.1062,4.98117902,0.001055,0.000253,0.01473,0,-1,0.000139,20,20.8
21950,6,-5,-145.845,0.1061,4.982544414,0.001046,0.0002522,0.01468,0,-1,0.000138,20,20.9
22055,6,-5,-146.042,0.1061,4.983894252,0.001038,0.0002514,0.01462,0,-1,0.000138,20,21
22160,6,-5,-146.237,0.106,4.985228593,0.00103,0.0002507,0.01456,0,-1,0.000137,20,21.1
22265,6,-5,-146.429,0.1059,4.986540669,0.001022,0.0002499,0.01449,0,-1,0.000137,20,21.2
22370,6,-5,-146.618,0.1059,4.987830565,0.001014,0.0002492,0.01443,0,-1,0.000136,20,21.3
22475,6,-5,-146.806,0.1058,4.989111987,0.001006,0.0002485,0.01437,0,-1,0.000135,20,21.4
22580,6,-5,-146.992,0.1058,4.990378164,0.0009988,0.0002477,0.01431,0,-1,0.000135,20,21.5
22685,6,-5,-147.177,0.1057,4.991635944,0.0009912,0.000247,0.01424,0,-1,0.000134,20,21.6
22790,6,-5,-147.36,0.1057,4.992878573,0.0009836,0.0002463,0.01418,0,-1,0.000134,20,21.7
22895,6,-5,-147.543,0.1056,4.994119659,0.000976,0.0002456,0.01412,0,-1,0.000133,20,21.8
23000,6,-5,-147.725,0.1056,4.995352437,0.0009685,0.0002449,0.01406,0,-1,0.000133,20,21.9
23105,6,-5,-147.906,0.1055,4.996576937,0.000961,0.0002442,0.014,0,-1,0.000132,20,22
23210,6,-5,-148.088,0.1055,4.997806692,0.0009535,0.0002435,0.01395,0,-1,0.000131,20,22.1
23315,6,-5,-148.27,0.1054,4.999034936,0.000946,0.0002428,0.01389,0,-1,0.000131,20,22.2
23420,6,-5,-148.452,0.1054,5.000261674,0.0009385,0.000242,0.01383,0,-1,0.00013,20,22.3
23525,6,-5,-148.634,0.1053,5.001486908,0.000931,0.0002413,0.01378,0,-1,0.00013,20,22.4
23630,6,-5,-148.817,0.1053,5.002717363,0.0009235,0.0002406,0.01372,0,-1,0.000129,20,22.5
23735,6,-5,-149,0.1052,5.003946306,0.0009159,0.0002399,0.01367,0,-1,0.000129,20,22.6
23840,6,-5,-149.183,0.1052,5.00517374,0.0009083,0.0002392,0.01361,0,-1,0.000128,20,22.7
23945,6,-5,-149.367,0.1051,5.006406365,0.0009007,0.0002385,0.01356,0,-1,0.000128,20,22.8
24050,6,-5,-149.552,0.1051,5.007644158,0.0008931,0.0002378,0.0135,0,-1,0.000127,20,22.9
24155,6,-5,-149.737,0.105,5.008880422,0.0008854,0.000237,0.01344,0,-1,0.000127,20,23
24260,6,-5,-149.921,0.105,5.010108489,0.0008778,0.0002363,0.01339,0,-1,0.000126,20,23.1
24365,6,-5,-150.104,0.1049,5.011328387,0.0008702,0.0002356,0.01333,0,-1,0.000126,20,23.2
24470,6,-5,-150.286,0.1049,5.012540145,0.0008627,0.0002349,0.01328,0,-1,0.000125,20,23.3
24575,6,-5,-150.468,0.1048,5.013750437,0.0008552,0.0002342,0.01323,0,-1,0.000125,20,23.4
24680,6,-5,-150.648,0.1047,5.01494599,0.0008477,0.0002335,0.01317,0,-1,0.000124,20,23.5
24785,6,-5,-150.828,0.1047,5.016140115,0.0008403,0.0002328,0.01312,0,-1,0.000124,20,23.6
24890,6,-5,-151.007,0.1046,5.017326193,0.0008329,0.0002321,0.01307,0,-1,0.000123,20,23.7
24995,6,-5,-151.185,0.1046,5.018504252,0.0008255,0.0002314,0.01302,0,-1,0.000123,20,23.8
25100,6,-5,-151.363,0.1045,5.019680925,0.0008182,0.0002307,0.01298,0,-1,0.000122,20,23.9
25205,6,-5,-151.54,0.1045,5.020849617,0.0008109,0.00023,0.01293,0,-1,0.000122,20,24
25310,6,-5,-151.716,0.1044,5.022010352,0.0008036,0.0002293,0.01288,0,-1,0.000121,20,24.1
25415,6,-5,-151.891,0.1044,5.023163158,0.0007963,0.0002286,0.01283,0,-1,0.000121,20,24.2
25520,6,-5,-152.092,0.1044,5.024485601,0.000791,0.000228,0.0128,0,-1,0.000121,20,24.3
25625,6,-5,-152.319,0.1043,5.025977006,0.0007882,0.0002276,0.01278,0,-1,0.00012,20,24.4
25730,6,-5,-152.532,0.1043,5.02737441,0.0007855,0.0002271,0.01276,0,-1,0.00012,20,24.5
25835,6,-5,-152.74,0.1042,5.028737129,0.0007829,0.0002267,0.01273,0,-1,0.00012,20,24.6
25940,6,-5,-152.944,0.1042,5.030071841,0.0007804,0.0002263,0.0127,0,-1,0.00012,20,24.7
26045,6,-5,-153.145,0.1042,5.031385185,0.0007779,0.0002259,0.01267,0,-1,0.000119,20,24.8
26150,6,-5,-153.345,0.1041,5.032690285,0.0007754,0.0002255,0.01264,0,-1,0.000119,20,24.9
26255,6,-5,-153.543,0.1041,5.033980658,0.0007729,0.0002251,0.01261,0,-1,0.000119,20,25
